納品数,販売数,時系列インデックス,タイトル,累積販売数,消化率
0,57096,9,一番くじワンピース２０ｔｈアニバーサリー,797070,0.6545378399684667
80,35269,10,一番くじワンピース２０ｔｈアニバーサリー,832339,0.6835000328471948
0,29362,11,一番くじワンピース２０ｔｈアニバーサリー,861701,0.7076115162265143
0,26366,12,一番くじワンピース２０ｔｈアニバーサリー,888067,0.7292627447116016
0,23355,13,一番くじワンピース２０ｔｈアニバーサリー,911422,0.7484414006043884
0,22182,14,一番くじワンピース２０ｔｈアニバーサリー,933604,0.7666568125082118
0,23888,15,一番くじワンピース２０ｔｈアニバーサリー,957492,0.7862731572723689
0,23770,16,一番くじワンピース２０ｔｈアニバーサリー,981262,0.8057926028117198
0,15982,17,一番くじワンピース２０ｔｈアニバーサリー,997244,0.8189166995138615
0,14329,18,一番くじワンピース２０ｔｈアニバーサリー,1011573,0.830683385888845
0,12709,19,一番くじワンピース２０ｔｈアニバーサリー,1024282,0.8411197608724215
0,12032,20,一番くじワンピース２０ｔｈアニバーサリー,1036314,0.8510001970831691
0,12724,21,一番くじワンピース２０ｔｈアニバーサリー,1049038,0.861448889764814
0,11699,22,一番くじワンピース２０ｔｈアニバーサリー,1060737,0.8710558730784391
0,10577,23,一番くじワンピース２０ｔｈアニバーサリー,1071314,0.879741492576534
0,11115,24,一番くじワンピース２０ｔｈアニバーサリー,1082429,0.8888689068453554
0,8471,25,一番くじワンピース２０ｔｈアニバーサリー,1090900,0.8958251215346209
0,7161,26,一番くじワンピース２０ｔｈアニバーサリー,1098061,0.9017055905925634
0,6179,27,一番くじワンピース２０ｔｈアニバーサリー,1104240,0.9067796610169492
0,5141,28,一番くじワンピース２０ｔｈアニバーサリー,1109381,0.9110013467349888
0,5294,29,一番くじワンピース２０ｔｈアニバーサリー,1114675,0.9153486729733281
0,4670,30,一番くじワンピース２０ｔｈアニバーサリー,1119345,0.9191835829720142
0,3411,31,一番くじワンピース２０ｔｈアニバーサリー,1122756,0.9219846275128104
0,2893,32,一番くじワンピース２０ｔｈアニバーサリー,1125649,0.9243603008803049
0,2651,33,一番くじワンピース２０ｔｈアニバーサリー,1128300,0.9265372487189594
0,2706,34,一番くじワンピース２０ｔｈアニバーサリー,1131006,0.9287593614505322
0,2730,35,一番くじワンピース２０ｔｈアニバーサリー,1133736,0.9310011824990145
0,3197,36,一番くじワンピース２０ｔｈアニバーサリー,1136933,0.9336264945473657
0,2883,37,一番くじワンピース２０ｔｈアニバーサリー,1139816,0.9359939561161477
0,1809,38,一番くじワンピース２０ｔｈアニバーサリー,1141625,0.937479470503219
0,1751,39,一番くじワンピース２０ｔｈアニバーサリー,1143376,0.9389173564577585
0,1754,40,一番くじワンピース２０ｔｈアニバーサリー,1145130,0.9403577059519117
0,1573,41,一番くじワンピース２０ｔｈアニバーサリー,1146703,0.9416494218893706
0,1712,42,一番くじワンピース２０ｔｈアニバーサリー,1148415,0.9430552818289318
0,2105,43,一番くじワンピース２０ｔｈアニバーサリー,1150520,0.94478386545789
0,2176,44,一番くじワンピース２０ｔｈアニバーサリー,1152696,0.946570752857706
0,1136,45,一番くじワンピース２０ｔｈアニバーサリー,1153832,0.9475036131914335
0,1165,46,一番くじワンピース２０ｔｈアニバーサリー,1154997,0.9484602877414269
0,1041,47,一番くじワンピース２０ｔｈアニバーサリー,1156038,0.9493151359873867
0,1340,48,一番くじワンピース２０ｔｈアニバーサリー,1157378,0.9504155170148469
0,1203,49,一番くじワンピース２０ｔｈアニバーサリー,1158581,0.9514033963999474
0,1620,50,一番くじワンピース２０ｔｈアニバーサリー,1160201,0.9527337077913546
0,1363,51,一番くじワンピース２０ｔｈアニバーサリー,1161564,0.9538529759558534
0,920,52,一番くじワンピース２０ｔｈアニバーサリー,1162484,0.9546084614373932
0,768,53,一番くじワンピース２０ｔｈアニバーサリー,1163252,0.9552391275785048
0,849,54,一番くじワンピース２０ｔｈアニバーサリー,1164101,0.9559363092891867
0,740,55,一番くじワンピース２０ｔｈアニバーサリー,1164841,0.9565439823939036
0,704,56,一番くじワンピース２０ｔｈアニバーサリー,1165545,0.9571220930232558
0,767,57,一番くじワンピース２０ｔｈアニバーサリー,1166312,0.9577519379844961
0,736,58,一番くじワンピース２０ｔｈアニバーサリー,1167048,0.958356326369728
0,482,59,一番くじワンピース２０ｔｈアニバーサリー,1167530,0.9587521350676652
132,2336,0,一番くじどうぶつの森2019,2336,0.004579961101700232
259776,52763,1,一番くじどうぶつの森2019,55099,0.10802708764665286
250008,70669,2,一番くじどうぶつの森2019,125768,0.2465807139720183
0,45196,3,一番くじどうぶつの森2019,170964,0.3351919819311124
0,36675,4,一番くじどうぶつの森2019,207639,0.4070969791078487
66,33392,5,一番くじどうぶつの森2019,241031,0.4725653271848924
0,31923,6,一番くじどうぶつの森2019,272954,0.5351535541752933
0,22862,7,一番くじどうぶつの森2019,295816,0.5799767864985256
0,24252,8,一番くじどうぶつの森2019,320068,0.6275252525252525
0,19862,9,一番くじどうぶつの森2019,339930,0.6664666854884246
0,15426,10,一番くじどうぶつの森2019,355356,0.6967108977978543
0,12384,11,一番くじどうぶつの森2019,367740,0.7209909655561829
0,11502,12,一番くじどうぶつの森2019,379242,0.7435417843026538
0,10434,13,一番くじどうぶつの森2019,389676,0.7639986824769434
0,9922,14,一番くじどうぶつの森2019,399598,0.7834517535604492
66,9557,15,一番くじどうぶつの森2019,409155,0.8021892057218144
0,8065,16,一番くじどうぶつの森2019,417220,0.818001443001443
0,5104,17,一番くじどうぶつの森2019,422324,0.8280083443126921
0,4314,18,一番くじどうぶつの森2019,426638,0.8364663717924588
0,4110,19,一番くじどうぶつの森2019,430748,0.8445244369157413
0,3788,20,一番くじどうぶつの森2019,434536,0.8519511889077106
0,3729,21,一番くじどうぶつの森2019,438265,0.8592622655122655
0,3917,22,一番くじどうぶつの森2019,442182,0.8669419348767174
0,3459,23,一番くじどうぶつの森2019,445641,0.8737236495388669
0,2016,24,一番くじどうぶつの森2019,447657,0.8776762187088274
0,1768,25,一番くじどうぶつの森2019,449425,0.8811425591316896
0,1493,26,一番くじどうぶつの森2019,450918,0.8840697346132129
0,1568,27,一番くじどうぶつの森2019,452486,0.8871439550787377
0,1667,28,一番くじどうぶつの森2019,454153,0.8904122749231445
0,2486,29,一番くじどうぶつの森2019,456639,0.8952863259928477
0,1949,30,一番くじどうぶつの森2019,458588,0.8991075349771002
0,1511,31,一番くじどうぶつの森2019,460099,0.9020700012547839
0,1254,32,一番くじどうぶつの森2019,461353,0.9045285933872891
0,1029,33,一番くじどうぶつの森2019,462382,0.9065460505677897
0,1071,34,一番くじどうぶつの森2019,463453,0.9086458529393312
0,1280,35,一番くじどうぶつの森2019,464733,0.9111554206662902
0,1553,36,一番くじどうぶつの森2019,466286,0.9142002321350148
0,1353,37,一番くじどうぶつの森2019,467639,0.9168529236464019
0,767,38,一番くじどうぶつの森2019,468406,0.9183567036827907
0,671,39,一番くじどうぶつの森2019,469077,0.9196722661396575
0,676,40,一番くじどうぶつの森2019,469753,0.9209976315954577
0,643,41,一番くじどうぶつの森2019,470396,0.9222582972582972
0,768,42,一番くじどうぶつの森2019,471164,0.9237640378944727
0,1094,43,一番くじどうぶつの森2019,472258,0.925908934061108
0,960,44,一番くじどうぶつの森2019,473218,0.9277911098563273
0,874,45,一番くじどうぶつの森2019,474092,0.9295046740698915
0,874,46,一番くじどうぶつの森2019,474966,0.9312182382834556
0,761,47,一番くじどうぶつの森2019,475727,0.9327102547211242
0,771,48,一番くじどうぶつの森2019,476498,0.9342218771566597
0,749,49,一番くじどうぶつの森2019,477247,0.9356903663968882
0,844,50,一番くじどうぶつの森2019,478091,0.9373451126168517
0,618,51,一番くじどうぶつの森2019,478709,0.9385567632850241
0,547,52,一番くじどうぶつの森2019,479256,0.9396292113683418
0,379,53,一番くじどうぶつの森2019,479635,0.9403722786874961
0,319,54,一番くじどうぶつの森2019,479954,0.9409977100194491
0,314,55,一番くじどうぶつの森2019,480268,0.9416133383524687
0,377,56,一番くじどうぶつの森2019,480645,0.9423524844720497
0,518,57,一番くじどうぶつの森2019,481163,0.9433680751615534
0,462,58,一番くじどうぶつの森2019,481625,0.9442738722630027
0,257,59,一番くじどうぶつの森2019,481882,0.9447777464081812
320,3401,0,一番くじ進撃の巨人くじ奪還作戦,3401,0.0026545426162972213
242160,40497,1,一番くじ進撃の巨人くじ奪還作戦,43898,0.034263190758663756
397600,111936,2,一番くじ進撃の巨人くじ奪還作戦,155834,0.12163128317202622
640720,231040,3,一番くじ進撃の巨人くじ奪還作戦,386874,0.3019622229160162
80,145852,4,一番くじ進撃の巨人くじ奪還作戦,532726,0.41580237277552295
0,124538,5,一番くじ進撃の巨人くじ奪還作戦,657264,0.5130065563534186
80,138876,6,一番くじ進撃の巨人くじ奪還作戦,796140,0.6214018108023728
0,97785,7,一番くじ進撃の巨人くじ奪還作戦,893925,0.6977247892600686
0,50411,8,一番くじ進撃の巨人くじ奪還作戦,944336,0.7370714954729941
0,41439,9,一番くじ進撃の巨人くじ奪還作戦,985775,0.7694153918201686
0,33853,10,一番くじ進撃の巨人くじ奪還作戦,1019628,0.7958382766156729
0,25440,11,一番くじ進撃の巨人くじ奪還作戦,1045068,0.8156946612550734
80,22489,12,一番くじ進撃の巨人くじ奪還作戦,1067557,0.833247736497034
0,28283,13,一番くじ進撃の巨人くじ奪還作戦,1095840,0.8553231345613488
0,21847,14,一番くじ進撃の巨人くじ奪還作戦,1117687,0.8723751170777396
0,11249,15,一番くじ進撃の巨人くじ奪還作戦,1128936,0.8811551670309086
0,8954,16,一番くじ進撃の巨人くじ奪還作戦,1137890,0.8881439275679051
0,8079,17,一番くじ進撃の巨人くじ奪還作戦,1145969,0.8944497346237902
0,7191,18,一番くじ進撃の巨人くじ奪還作戦,1153160,0.9000624414611302
0,8602,19,一番くじ進撃の巨人くじ奪還作戦,1161762,0.9067764595691539
0,9660,20,一番くじ進撃の巨人くじ奪還作戦,1171422,0.9143162660006244
0,8471,21,一番くじ進撃の巨人くじ奪還作戦,1179893,0.9209280362160475
0,5286,22,一番くじ進撃の巨人くじ奪還作戦,1185179,0.9250538557602248
0,5702,23,一番くじ進撃の巨人くじ奪還作戦,1190881,0.9295043709022791
0,4087,24,一番くじ進撃の巨人くじ奪還作戦,1194968,0.9326943490477677
0,2894,25,一番くじ進撃の巨人くじ奪還作戦,1197862,0.9349531689041524
0,3266,26,一番くじ進撃の巨人くじ奪還作戦,1201128,0.9375023415547924
0,4597,27,一番くじ進撃の巨人くじ奪還作戦,1205725,0.9410903840149859
0,4395,28,一番くじ進撃の巨人くじ奪還作戦,1210120,0.9445207617858258
0,3785,29,一番くじ進撃の巨人くじ奪還作戦,1213905,0.9474750234155479
0,3357,30,一番くじ進撃の巨人くじ奪還作戦,1217262,0.9500952232282236
80,1767,31,一番くじ進撃の巨人くじ奪還作戦,1219029,0.9514743990009367
0,1797,32,一番くじ進撃の巨人くじ奪還作戦,1220826,0.9528769903215735
0,1563,33,一番くじ進撃の巨人くじ奪還作戦,1222389,0.9540969403684046
0,2109,34,一番くじ進撃の巨人くじ奪還作戦,1224498,0.9557430533874492
80,2026,35,一番くじ進撃の巨人くじ奪還作戦,1226524,0.9573243833905714
0,1121,36,一番くじ進撃の巨人くじ奪還作戦,1227645,0.9581993443646581
0,968,37,一番くじ進撃の巨人くじ奪還作戦,1228613,0.9589548860443334
0,1247,38,一番くじ進撃の巨人くじ奪還作戦,1229860,0.9599281923197003
0,1202,39,一番くじ進撃の巨人くじ奪還作戦,1231062,0.9608663752731814
0,1313,40,一番くじ進撃の巨人くじ奪還作戦,1232375,0.9618911957539806
0,1562,41,一番くじ進撃の巨人くじ奪還作戦,1233937,0.9631103652825476
0,1418,42,一番くじ進撃の巨人くじ奪還作戦,1235355,0.9642171401810803
0,869,43,一番くじ進撃の巨人くじ奪還作戦,1236224,0.964895410552607
0,803,44,一番くじ進撃の巨人くじ奪還作戦,1237027,0.9655221667187012
0,900,45,一番くじ進撃の巨人くじ奪還作戦,1237927,0.9662246331564158
0,879,46,一番くじ進撃の巨人くじ奪還作戦,1238806,0.9669107087105838
0,944,47,一番くじ進撃の巨人くじ奪還作戦,1239750,0.96764751795192
0,950,48,一番くじ進撃の巨人くじ奪還作戦,1240700,0.9683890103028411
0,797,49,一番くじ進撃の巨人くじ奪還作戦,1241497,0.9690110833593506
0,452,50,一番くじ進撃の巨人くじ奪還作戦,1241949,0.9693638776147362
0,358,51,一番くじ進撃の巨人くじ奪還作戦,1242307,0.9696433031532938
0,356,52,一番くじ進撃の巨人くじ奪還作戦,1242663,0.9699211676553231
0,547,53,一番くじ進撃の巨人くじ奪還作戦,1243210,0.9703481111458008
0,420,54,一番くじ進撃の巨人くじ奪還作戦,1243630,0.9706759288167343
0,537,55,一番くじ進撃の巨人くじ奪還作戦,1244167,0.9710950671245707
0,425,56,一番くじ進撃の巨人くじ奪還作戦,1244592,0.9714267873868249
0,292,57,一番くじ進撃の巨人くじ奪還作戦,1244884,0.97165469871995
0,258,58,一番くじ進撃の巨人くじ奪還作戦,1245142,0.9718560724320949
0,265,59,一番くじ進撃の巨人くじ奪還作戦,1245407,0.9720629097720886
0,3681,0,一番くじエヴァンゲリオンアニバーサリー,3681,0.004834832862678137
378600,37592,1,一番くじエヴァンゲリオンアニバーサリー,41273,0.05421028436330203
382450,101157,2,一番くじエヴァンゲリオンアニバーサリー,142430,0.18707558941354174
150,81799,3,一番くじエヴァンゲリオンアニバーサリー,224229,0.2945150062389177
0,55382,4,一番くじエヴァンゲリオンアニバーサリー,279611,0.36725684639127865
50,54287,5,一番くじエヴァンゲリオンアニバーサリー,333898,0.438560451828988
0,38509,6,一番くじエヴァンゲリオンアニバーサリー,372407,0.48914034281211005
50,32575,7,一番くじエヴァンゲリオンアニバーサリー,404982,0.5319261837525449
0,29850,8,一番くじエヴァンゲリオンアニバーサリー,434832,0.5711328561108557
0,30901,9,一番くじエヴァンゲリオンアニバーサリー,465733,0.61171997110396
0,23942,10,一番くじエヴァンゲリオンアニバーサリー,489675,0.6431667432849544
0,16989,11,一番くじエヴァンゲリオンアニバーサリー,506664,0.665481053392001
0,16396,12,一番くじエヴァンゲリオンアニバーサリー,523060,0.6870164838773232
50,15113,13,一番くじエヴァンゲリオンアニバーサリー,538173,0.7068667498522362
0,12430,14,一番くじエヴァンゲリオンアニバーサリー,550603,0.7231930124121626
0,12297,15,一番くじエヴァンゲリオンアニバーサリー,562900,0.7393445852761542
0,11541,16,一番くじエヴァンゲリオンアニバーサリー,574441,0.754503185131674
0,9653,17,一番くじエヴァンゲリオンアニバーサリー,584094,0.7671819793787351
0,7371,18,一番くじエヴァンゲリオンアニバーサリー,591465,0.7768634662113352
0,5900,19,一番くじエヴァンゲリオンアニバーサリー,597365,0.7846128587377684
0,5002,20,一番くじエヴァンゲリオンアニバーサリー,602367,0.7911827674525513
0,5755,21,一番くじエヴァンゲリオンアニバーサリー,608122,0.7987417088067249
0,6044,22,一番くじエヴァンゲリオンアニバーサリー,614166,0.8066802390490576
0,6948,23,一番くじエヴァンゲリオンアニバーサリー,621114,0.8158061338412032
0,6329,24,一番くじエヴァンゲリオンアニバーサリー,627443,0.8241189991462534
0,4972,25,一番くじエヴァンゲリオンアニバーサリー,632415,0.830649504170224
0,3846,26,一番くじエヴァンゲリオンアニバーサリー,636261,0.8357010573323701
0,4626,27,一番くじエヴァンゲリオンアニバーサリー,640887,0.841777106455638
0,4047,28,一番くじエヴァンゲリオンアニバーサリー,644934,0.8470926643462271
0,3644,29,一番くじエヴァンゲリオンアニバーサリー,648578,0.85187889932357
0,4668,30,一番くじエヴァンゲリオンアニバーサリー,653246,0.8580101136139752
0,4026,31,一番くじエヴァンゲリオンアニバーサリー,657272,0.8632980889209956
0,2793,32,一番くじエヴァンゲリオンアニバーサリー,660065,0.8669665725356275
0,2223,33,一番くじエヴァンゲリオンアニバーサリー,662288,0.8698863860248244
0,2435,34,一番くじエヴァンゲリオンアニバーサリー,664723,0.8730846522624286
0,1799,35,一番くじエヴァンゲリオンアニバーサリー,666522,0.8754475602548105
0,1871,36,一番くじエヴァンゲリオンアニバーサリー,668393,0.8779050371051422
0,2432,37,一番くじエヴァンゲリオンアニバーサリー,670825,0.8810993629736652
0,1904,38,一番くじエヴァンゲリオンアニバーサリー,672729,0.8836001838838905
0,1563,39,一番くじエヴァンゲリオンアニバーサリー,674292,0.885653116175215
0,1329,40,一番くじエヴァンゲリオンアニバーサリー,675621,0.8873986996782032
0,1300,41,一番くじエヴァンゲリオンアニバーサリー,676921,0.8891061929467393
0,1481,42,一番くじエヴァンゲリオンアニバーサリー,678402,0.8910514218165101
0,1537,43,一番くじエヴァンゲリオンアニバーサリー,679939,0.8930702042424641
0,1755,44,一番くじエヴァンゲリオンアニバーサリー,681694,0.8953753201549879
0,1521,45,一番くじエヴァンゲリオンアニバーサリー,683215,0.8973730872791752
0,1032,46,一番くじエヴァンゲリオンアニバーサリー,684247,0.8987285742431208
0,1005,47,一番くじエヴァンゲリオンアニバーサリー,685252,0.9000485978853353
0,1218,48,一番くじエヴァンゲリオンアニバーサリー,686470,0.9016483877323176
0,895,49,一番くじエヴァンゲリオンアニバーサリー,687365,0.9028239311748867
0,1065,50,一番くじエヴァンゲリオンアニバーサリー,688430,0.904222762198726
0,1150,51,一番くじエヴァンゲリオンアニバーサリー,689580,0.9057332370132002
0,1025,52,一番くじエヴァンゲリオンアニバーサリー,690605,0.907079529782623
0,751,53,一番くじエヴァンゲリオンアニバーサリー,691356,0.9080659355092927
0,775,54,一番くじエヴァンゲリオンアニバーサリー,692131,0.9090838641886123
0,694,55,一番くじエヴァンゲリオンアニバーサリー,692825,0.9099954029027385
0,524,56,一番くじエヴァンゲリオンアニバーサリー,693349,0.9106836540355947
0,816,57,一番くじエヴァンゲリオンアニバーサリー,694165,0.9117554344256912
0,694,58,一番くじエヴァンゲリオンアニバーサリー,694859,0.9126669731398175
0,676,59,一番くじエヴァンゲリオンアニバーサリー,695535,0.9135548696394562
0,83,0,ポケモンマスコットピカチュウパン屋さん,83,0.0029184247538677917
14760,1497,1,ポケモンマスコットピカチュウパン屋さん,1580,0.05555555555555555
13680,1805,2,ポケモンマスコットピカチュウパン屋さん,3385,0.1190225035161744
0,1448,3,ポケモンマスコットピカチュウパン屋さん,4833,0.16993670886075948
0,1200,4,ポケモンマスコットピカチュウパン屋さん,6033,0.21213080168776371
0,1118,5,ポケモンマスコットピカチュウパン屋さん,7151,0.25144163150492266
0,1197,6,ポケモンマスコットピカチュウパン屋さん,8348,0.29353023909985937
0,1021,7,ポケモンマスコットピカチュウパン屋さん,9369,0.3294303797468354
0,966,8,ポケモンマスコットピカチュウパン屋さん,10335,0.3633966244725738
0,770,9,ポケモンマスコットピカチュウパン屋さん,11105,0.39047116736990156
0,544,10,ポケモンマスコットピカチュウパン屋さん,11649,0.40959915611814346
0,495,11,ポケモンマスコットピカチュウパン屋さん,12144,0.4270042194092827
0,478,12,ポケモンマスコットピカチュウパン屋さん,12622,0.4438115330520394
0,485,13,ポケモンマスコットピカチュウパン屋さん,13107,0.4608649789029536
0,556,14,ポケモンマスコットピカチュウパン屋さん,13663,0.48041490857946556
0,630,15,ポケモンマスコットピカチュウパン屋さん,14293,0.5025668073136428
0,487,16,ポケモンマスコットピカチュウパン屋さん,14780,0.519690576652602
0,303,17,ポケモンマスコットピカチュウパン屋さん,15083,0.5303445850914206
0,259,18,ポケモンマスコットピカチュウパン屋さん,15342,0.5394514767932489
0,310,19,ポケモンマスコットピカチュウパン屋さん,15652,0.550351617440225
0,248,20,ポケモンマスコットピカチュウパン屋さん,15900,0.5590717299578059
0,301,21,ポケモンマスコットピカチュウパン屋さん,16201,0.5696554149085795
0,363,22,ポケモンマスコットピカチュウパン屋さん,16564,0.5824191279887483
0,279,23,ポケモンマスコットピカチュウパン屋さん,16843,0.5922292545710267
0,208,24,ポケモンマスコットピカチュウパン屋さん,17051,0.5995428973277075
0,190,25,ポケモンマスコットピカチュウパン屋さん,17241,0.6062236286919831
0,179,26,ポケモンマスコットピカチュウパン屋さん,17420,0.6125175808720112
0,204,27,ポケモンマスコットピカチュウパン屋さん,17624,0.619690576652602
0,240,28,ポケモンマスコットピカチュウパン屋さん,17864,0.6281293952180028
0,309,29,ポケモンマスコットピカチュウパン屋さん,18173,0.6389943741209564
0,235,30,ポケモンマスコットピカチュウパン屋さん,18408,0.6472573839662448
0,159,31,ポケモンマスコットピカチュウパン屋さん,18567,0.6528481012658228
0,136,32,ポケモンマスコットピカチュウパン屋さん,18703,0.6576300984528832
0,146,33,ポケモンマスコットピカチュウパン屋さん,18849,0.6627637130801688
0,139,34,ポケモンマスコットピカチュウパン屋さん,18988,0.6676511954992967
0,193,35,ポケモンマスコットピカチュウパン屋さん,19181,0.6744374120956399
0,201,36,ポケモンマスコットピカチュウパン屋さん,19382,0.6815049226441632
0,229,37,ポケモンマスコットピカチュウパン屋さん,19611,0.6895569620253165
0,184,38,ポケモンマスコットピカチュウパン屋さん,19795,0.6960267229254571
0,195,39,ポケモンマスコットピカチュウパン屋さん,19990,0.7028832630098453
0,133,40,ポケモンマスコットピカチュウパン屋さん,20123,0.7075597749648382
0,155,41,ポケモンマスコットピカチュウパン屋さん,20278,0.7130098452883263
0,191,42,ポケモンマスコットピカチュウパン屋さん,20469,0.7197257383966245
0,142,43,ポケモンマスコットピカチュウパン屋さん,20611,0.72471870604782
0,169,44,ポケモンマスコットピカチュウパン屋さん,20780,0.7306610407876231
0,195,45,ポケモンマスコットピカチュウパン屋さん,20975,0.7375175808720112
0,248,46,ポケモンマスコットピカチュウパン屋さん,21223,0.7462376933895921
0,202,47,ポケモンマスコットピカチュウパン屋さん,21425,0.7533403656821378
0,166,48,ポケモンマスコットピカチュウパン屋さん,21591,0.7591772151898735
0,129,49,ポケモンマスコットピカチュウパン屋さん,21720,0.7637130801687764
0,128,50,ポケモンマスコットピカチュウパン屋さん,21848,0.7682137834036569
0,123,51,ポケモンマスコットピカチュウパン屋さん,21971,0.7725386779184248
0,101,52,ポケモンマスコットピカチュウパン屋さん,22072,0.7760900140646976
0,71,53,ポケモンマスコットピカチュウパン屋さん,22143,0.7785864978902953
0,94,54,ポケモンマスコットピカチュウパン屋さん,22237,0.7818917018284107
0,87,55,ポケモンマスコットピカチュウパン屋さん,22324,0.7849507735583685
0,99,56,ポケモンマスコットピカチュウパン屋さん,22423,0.7884317862165964
0,141,57,ポケモンマスコットピカチュウパン屋さん,22564,0.7933895921237694
0,160,58,ポケモンマスコットピカチュウパン屋さん,22724,0.7990154711673699
0,102,59,ポケモンマスコットピカチュウパン屋さん,22826,0.8026019690576652
0,626,0,一番くじゼルダの伝説ハイラルライフスタイル,626,0.0024294640431559746
121800,10163,1,一番くじゼルダの伝説ハイラルライフスタイル,10789,0.04187138588116583
135800,54061,2,一番くじゼルダの伝説ハイラルライフスタイル,64850,0.25167850351224436
0,56719,3,一番くじゼルダの伝説ハイラルライフスタイル,121569,0.47180114099429504
0,39312,4,一番くじゼルダの伝説ハイラルライフスタイル,160881,0.6243683781581092
0,24006,5,一番くじゼルダの伝説ハイラルライフスタイル,184887,0.717534055186867
0,14131,6,一番くじゼルダの伝説ハイラルライフスタイル,199018,0.7723755190747856
0,10644,7,一番くじゼルダの伝説ハイラルライフスタイル,209662,0.8136841696743897
0,7715,8,一番くじゼルダの伝説ハイラルライフスタイル,217377,0.8436255675864478
0,7452,9,一番くじゼルダの伝説ハイラルライフスタイル,224829,0.8725462801257422
0,5654,10,一番くじゼルダの伝説ハイラルライフスタイル,230483,0.8944890751736717
0,2737,11,一番くじゼルダの伝説ハイラルライフスタイル,233220,0.9051111887297706
0,2130,12,一番くじゼルダの伝説ハイラルライフスタイル,235350,0.9133775759692631
0,1966,13,一番くじゼルダの伝説ハイラルライフスタイル,237316,0.9210074902006442
0,1402,14,一番くじゼルダの伝説ハイラルライフスタイル,238718,0.9264485582333993
70,1288,15,一番くじゼルダの伝説ハイラルライフスタイル,240006,0.9314471999068576
0,1508,16,一番くじゼルダの伝説ハイラルライフスタイル,241514,0.9372996468350991
0,1368,17,一番くじゼルダの伝説ハイラルライフスタイル,242882,0.9426087631466604
0,720,18,一番くじゼルダの伝説ハイラルライフスタイル,243602,0.9454030348895874
0,559,19,一番くじゼルダの伝説ハイラルライフスタイル,244161,0.9475724764233322
0,811,20,一番くじゼルダの伝説ハイラルライフスタイル,244972,0.9507199130671014
0,649,21,一番くじゼルダの伝説ハイラルライフスタイル,245621,0.9532386385687119
0,700,22,一番くじゼルダの伝説ハイラルライフスタイル,246321,0.9559552916521131
0,827,23,一番くじゼルダの伝説ハイラルライフスタイル,247148,0.9591648232235029
0,687,24,一番くじゼルダの伝説ハイラルライフスタイル,247835,0.9618310241782124
0,405,25,一番くじゼルダの伝説ハイラルライフスタイル,248240,0.9634028020336088
0,352,26,一番くじゼルダの伝説ハイラルライフスタイル,248592,0.9647688904412621
0,304,27,一番くじゼルダの伝説ハイラルライフスタイル,248896,0.9659486940660534
0,256,28,一番くじゼルダの伝説ハイラルライフスタイル,249152,0.9669422129079831
0,291,29,一番くじゼルダの伝説ハイラルライフスタイル,249443,0.9680715644040827
0,447,30,一番くじゼルダの伝説ハイラルライフスタイル,249890,0.9698063414444833
0,355,31,一番くじゼルダの伝説ハイラルライフスタイル,250245,0.9711840726510653
0,158,32,一番くじゼルダの伝説ハイラルライフスタイル,250403,0.9717972600613187
0,190,33,一番くじゼルダの伝説ハイラルライフスタイル,250593,0.9725346373268133
0,142,34,一番くじゼルダの伝説ハイラルライフスタイル,250735,0.9730857298094462
0,145,35,一番くじゼルダの伝説ハイラルライフスタイル,250880,0.9736484650910079
0,177,36,一番くじゼルダの伝説ハイラルライフスタイル,251057,0.9743353902278108
0,181,37,一番くじゼルダの伝説ハイラルライフスタイル,251238,0.9750378390965188
0,151,38,一番くじゼルダの伝説ハイラルライフスタイル,251389,0.9756238599759383
0,120,39,一番くじゼルダの伝説ハイラルライフスタイル,251509,0.9760895719330928
0,117,40,一番くじゼルダの伝説ハイラルライフスタイル,251626,0.9765436410913183
0,97,41,一番くじゼルダの伝説ハイラルライフスタイル,251723,0.9769200915900182
0,81,42,一番くじゼルダの伝説ハイラルライフスタイル,251804,0.9772344471610975
0,57,43,一番くじゼルダの伝説ハイラルライフスタイル,251861,0.9774556603407459
0,118,44,一番くじゼルダの伝説ハイラルライフスタイル,251979,0.9779136104319478
0,185,45,一番くじゼルダの伝説ハイラルライフスタイル,252164,0.978631583032561
0,66,46,一番くじゼルダの伝説ハイラルライフスタイル,252230,0.978887724608996
0,42,47,一番くじゼルダの伝説ハイラルライフスタイル,252272,0.979050723794
0,73,48,一番くじゼルダの伝説ハイラルライフスタイル,252345,0.9793340319012691
0,40,49,一番くじゼルダの伝説ハイラルライフスタイル,252385,0.9794892692203205
0,40,50,一番くじゼルダの伝説ハイラルライフスタイル,252425,0.9796445065393721
0,51,51,一番くじゼルダの伝説ハイラルライフスタイル,252476,0.9798424341211627
0,48,52,一番くじゼルダの伝説ハイラルライフスタイル,252524,0.9800287189040245
0,66,53,一番くじゼルダの伝説ハイラルライフスタイル,252590,0.9802848604804595
0,24,54,一番くじゼルダの伝説ハイラルライフスタイル,252614,0.9803780028718904
0,41,55,一番くじゼルダの伝説ハイラルライフスタイル,252655,0.9805371211239182
0,19,56,一番くじゼルダの伝説ハイラルライフスタイル,252674,0.9806108588504676
0,57,57,一番くじゼルダの伝説ハイラルライフスタイル,252731,0.980832072030116
0,36,58,一番くじゼルダの伝説ハイラルライフスタイル,252767,0.9809717856172624
0,26,59,一番くじゼルダの伝説ハイラルライフスタイル,252793,0.9810726898746459
