納品数,販売数,時系列インデックス,タイトル,累積販売数,消化率
392080,163155,2,一番くじキングダムハーツセカンドメモリー,350858,0.4646879635515999
80,83737,3,一番くじキングダムハーツセカンドメモリー,434595,0.5755920216147489
0,60679,4,一番くじキングダムハーツセカンドメモリー,495274,0.655957300275482
0,43314,5,一番くじキングダムハーツセカンドメモリー,538588,0.7133237974147065
0,24115,6,一番くじキングダムハーツセカンドメモリー,562703,0.7452625026488663
0,19550,7,一番くじキングダムハーツセカンドメモリー,582253,0.7711551705869888
0,17506,8,一番くじキングダムハーツセカンドメモリー,599759,0.7943406971816063
0,12498,9,一番くじキングダムハーツセカンドメモリー,612257,0.8108934625980081
0,13214,10,一番くじキングダムハーツセカンドメモリー,625471,0.8283945221445221
0,12853,11,一番くじキングダムハーツセカンドメモリー,638324,0.8454174613265523
0,9248,12,一番くじキングダムハーツセカンドメモリー,647572,0.8576658190294554
0,6321,13,一番くじキングダムハーツセカンドメモリー,653893,0.8660375609239246
0,5648,14,一番くじキングダムハーツセカンドメモリー,659541,0.8735179593134138
0,4707,15,一番くじキングダムハーツセカンドメモリー,664248,0.8797520661157024
0,4006,16,一番くじキングダムハーツセカンドメモリー,668254,0.885057745285018
0,4395,17,一番くじキングダムハーツセカンドメモリー,672649,0.8908786289468108
0,4772,18,一番くじキングダムハーツセカンドメモリー,677421,0.8971988239033694
0,4297,19,一番くじキングダムハーツセカンドメモリー,681718,0.9028899131171858
0,3155,20,一番くじキングダムハーツセカンドメモリー,684873,0.9070684996821361
0,2522,21,一番くじキングダムハーツセカンドメモリー,687395,0.9104087200678109
0,4598,22,一番くじキングダムハーツセカンドメモリー,691993,0.9164984636575546
0,3369,23,一番くじキングダムハーツセカンドメモリー,695362,0.9209604789150244
0,4472,24,一番くじキングダムハーツセカンドメモリー,699834,0.9268833439287985
0,3823,25,一番くじキングダムハーツセカンドメモリー,703657,0.9319466518330155
0,2841,26,一番くじキングダムハーツセカンドメモリー,706498,0.9357093663911846
0,2104,27,一番くじキングダムハーツセカンドメモリー,708602,0.9384959737232464
0,1690,28,一番くじキングダムハーツセカンドメモリー,710292,0.9407342657342658
0,1509,29,一番くじキングダムハーツセカンドメモリー,711801,0.9427328353464717
0,1808,30,一番くじキングダムハーツセカンドメモリー,713609,0.9451274104683196
0,1821,31,一番くじキングダムハーツセカンドメモリー,715430,0.9475392032210214
0,1734,32,一番くじキングダムハーツセカンドメモリー,717164,0.9498357702903157
0,1365,33,一番くじキングダムハーツセカンドメモリー,718529,0.9516436215299852
0,1100,34,一番くじキングダムハーツセカンドメモリー,719629,0.9531004979868616
0,903,35,一番くじキングダムハーツセカンドメモリー,720532,0.954296461114643
0,793,36,一番くじキングダムハーツセカンドメモリー,721325,0.9553467365967366
0,914,37,一番くじキングダムハーツセカンドメモリー,722239,0.9565572684890866
0,872,38,一番くじキングダムハーツセカンドメモリー,723111,0.9577121741894469
0,1031,39,一番くじキングダムハーツセカンドメモリー,724142,0.959077664759483
0,850,40,一番くじキングダムハーツセカンドメモリー,724992,0.9602034329307056
0,727,41,一番くじキングダムハーツセカンドメモリー,725719,0.9611662958253867
0,530,42,一番くじキングダムハーツセカンドメモリー,726249,0.9618682453909727
0,677,43,一番くじキングダムハーツセカンドメモリー,726926,0.962764886628523
0,702,44,一番くじキングダムハーツセカンドメモリー,727628,0.9636946386946387
0,582,45,一番くじキングダムハーツセカンドメモリー,728210,0.9644654587836407
0,700,46,一番くじキングダムハーツセカンドメモリー,728910,0.9653925619834711
0,565,47,一番くじキングダムハーツセカンドメモリー,729475,0.9661408667090485
0,453,48,一番くじキングダムハーツセカンドメモリー,729928,0.9667408349226531
0,528,49,一番くじキングダムハーツセカンドメモリー,730456,0.9674401356219539
0,411,50,一番くじキングダムハーツセカンドメモリー,730867,0.9679844776435685
0,399,51,一番くじキングダムハーツセカンドメモリー,731266,0.9685129264674719
0,450,52,一番くじキングダムハーツセカンドメモリー,731716,0.9691089213816486
0,471,53,一番くじキングダムハーツセカンドメモリー,732187,0.9697327293918203
0,530,54,一番くじキングダムハーツセカンドメモリー,732717,0.9704346789574062
0,522,55,一番くじキングダムハーツセカンドメモリー,733239,0.9711260330578513
0,563,56,一番くじキングダムハーツセカンドメモリー,733802,0.9718716889171435
0,453,57,一番くじキングダムハーツセカンドメモリー,734255,0.972471657130748
0,380,58,一番くじキングダムハーツセカンドメモリー,734635,0.9729749417249417
0,597,59,一番くじキングダムハーツセカンドメモリー,735232,0.9737656283110828
0,10211,0,一番くじドラゴンボール超戦士バトル列伝Ｚ,10211,0.007478608221561917
669360,125538,1,一番くじドラゴンボール超戦士バトル列伝Ｚ,135749,0.09942352242373995
695601,158719,2,一番くじドラゴンボール超戦士バトル列伝Ｚ,294468,0.21567043441258393
80,137767,3,一番くじドラゴンボール超戦士バトル列伝Ｚ,432235,0.31657195423041967
160,149173,4,一番くじドラゴンボール超戦士バトル列伝Ｚ,581408,0.42582730867514157
0,125952,5,一番くじドラゴンボール超戦士バトル列伝Ｚ,707360,0.5180754393892897
0,68632,6,一番くじドラゴンボール超戦士バトル列伝Ｚ,775992,0.5683419989292209
0,56772,7,一番くじドラゴンボール超戦士バトル列伝Ｚ,832764,0.6099222110489461
80,51448,8,一番くじドラゴンボール超戦士バトル列伝Ｚ,884212,0.6476030881210171
0,41065,9,一番くじドラゴンボール超戦士バトル列伝Ｚ,925277,0.6776793829617223
80,46414,10,一番くじドラゴンボール超戦士バトル列伝Ｚ,971691,0.711673323025925
0,55922,11,一番くじドラゴンボール超戦士バトル列伝Ｚ,1027613,0.7526309891669676
0,45321,12,一番くじドラゴンボール超戦士バトル列伝Ｚ,1072934,0.7858244083432879
0,24687,13,一番くじドラゴンボール超戦士バトル列伝Ｚ,1097621,0.8039053407853307
0,18192,14,一番くじドラゴンボール超戦士バトル列伝Ｚ,1115813,0.8172292895432051
0,24309,15,一番くじドラゴンボール超戦士バトル列伝Ｚ,1140122,0.8350333721264925
0,19933,16,一番くじドラゴンボール超戦士バトル列伝Ｚ,1160055,0.8496324415301155
0,15235,17,一番くじドラゴンボール超戦士バトル列伝Ｚ,1175290,0.8607906626892082
0,20426,18,一番くじドラゴンボール超戦士バトル列伝Ｚ,1195716,0.875750808760467
0,16245,19,一番くじドラゴンボール超戦士バトル列伝Ｚ,1211961,0.8876487610236413
0,8747,20,一番くじドラゴンボール超戦士バトル列伝Ｚ,1220708,0.8940551253478017
0,7902,21,一番くじドラゴンボール超戦士バトル列伝Ｚ,1228610,0.8998426057284483
0,6758,22,一番くじドラゴンボール超戦士バトル列伝Ｚ,1235368,0.9047922124624916
0,6192,23,一番くじドラゴンボール超戦士バトル列伝Ｚ,1241560,0.9093272768154356
0,5929,24,一番くじドラゴンボール超戦士バトル列伝Ｚ,1247489,0.913669718118505
0,9527,25,一番くじドラゴンボール超戦士バトル列伝Ｚ,1257016,0.9206473599289858
0,8342,26,一番くじドラゴンボール超戦士バトル列伝Ｚ,1265358,0.9267570994044798
0,4383,27,一番くじドラゴンボール超戦士バトル列伝Ｚ,1269741,0.9299672394333807
0,4054,28,一番くじドラゴンボール超戦士バトル列伝Ｚ,1273795,0.9329364175481796
0,3816,29,一番くじドラゴンボール超戦士バトル列伝Ｚ,1277611,0.9357312827889473
0,3379,30,一番くじドラゴンボール超戦士バトル列伝Ｚ,1280990,0.938206086155969
0,4087,31,一番くじドラゴンボール超戦士バトル列伝Ｚ,1285077,0.9411994337028815
0,5016,32,一番くじドラゴンボール超戦士バトル列伝Ｚ,1290093,0.9448731873841424
0,5237,33,一番くじドラゴンボール超戦士バトル列伝Ｚ,1295330,0.9487088030198607
0,2366,34,一番くじドラゴンボール超戦士バトル列伝Ｚ,1297696,0.9504416780616994
0,2418,35,一番くじドラゴンボール超戦士バトル列伝Ｚ,1300114,0.9522126382692929
0,1954,36,一番くじドラゴンボール超戦士バトル列伝Ｚ,1302068,0.9536437616132291
0,1999,37,一番くじドラゴンボール超戦士バトル列伝Ｚ,1304067,0.9551078432736837
0,2375,38,一番くじドラゴンボール超戦士バトル列伝Ｚ,1306442,0.9568473099788262
0,3212,39,一番くじドラゴンボール超戦士バトル列伝Ｚ,1309654,0.9591998013712124
0,2849,40,一番くじドラゴンボール超戦士バトル列伝Ｚ,1312503,0.9612864290103497
0,1573,41,一番くじドラゴンボール超戦士バトル列伝Ｚ,1314076,0.9624385052744292
0,1563,42,一番くじドラゴンボール超戦士バトル列伝Ｚ,1315639,0.9635832574681714
0,1280,43,一番くじドラゴンボール超戦士バトル列伝Ｚ,1316919,0.964520738471364
0,1204,44,一番くじドラゴンボール超戦士バトル列伝Ｚ,1318123,0.965402556539992
0,1414,45,一番くじドラゴンボール超戦士バトル列伝Ｚ,1319537,0.9664381800857063
0,1977,46,一番くじドラゴンボール超戦士バトル列伝Ｚ,1321514,0.9678861487914185
0,1733,47,一番くじドラゴンボール超戦士バトル列伝Ｚ,1323247,0.9691554101808972
0,963,48,一番くじドラゴンボール超戦士バトル列伝Ｚ,1324210,0.9698607181543929
0,877,49,一番くじドラゴンボール超戦士バトル列伝Ｚ,1325087,0.9705030391229865
0,777,50,一番くじドラゴンボール超戦士バトル列伝Ｚ,1325864,0.9710721193882057
0,916,51,一番くじドラゴンボール超戦士バトル列伝Ｚ,1326780,0.9717430042311155
0,967,52,一番くじドラゴンボール超戦士バトル列伝Ｚ,1327747,0.9724512418327461
0,1282,53,一番くじドラゴンボール超戦士バトル列伝Ｚ,1329029,0.9733901876500061
0,1102,54,一番くじドラゴンボール超戦士バトル列伝Ｚ,1330131,0.9741973002011922
0,710,55,一番くじドラゴンボール超戦士バトル列伝Ｚ,1330841,0.9747173091951505
0,700,56,一番くじドラゴンボール超戦士バトル列伝Ｚ,1331541,0.9752299941187715
0,609,57,一番くじドラゴンボール超戦士バトル列伝Ｚ,1332150,0.9756760300023217
0,548,58,一番くじドラゴンボール超戦士バトル列伝Ｚ,1332698,0.9760773890568135
0,590,59,一番くじドラゴンボール超戦士バトル列伝Ｚ,1333288,0.9765095092067226
0,20410,0,一番くじワンピースゴール・Ｄ・ロジャー編,20410,0.011930481708543184
858908,178318,1,一番くじワンピースゴール・Ｄ・ロジャー編,198728,0.1161646628601357
851536,386696,2,一番くじワンピースゴール・Ｄ・ロジャー編,585424,0.3422043274738944
240,298949,3,一番くじワンピースゴール・Ｄ・ロジャー編,884373,0.5169522733968379
0,198082,4,一番くじワンピースゴール・Ｄ・ロジャー編,1082455,0.6327393227741848
0,113447,5,一番くじワンピースゴール・Ｄ・ロジャー編,1195902,0.6990537450372469
0,81442,6,一番くじワンピースゴール・Ｄ・ロジャー編,1277344,0.7466599327544039
0,65624,7,一番くじワンピースゴール・Ｄ・ロジャー編,1342968,0.7850198510121912
0,55936,8,一番くじワンピースゴール・Ｄ・ロジャー編,1398904,0.8177167361101368
60,46890,9,一番くじワンピースゴール・Ｄ・ロジャー編,1445794,0.8451258633670496
0,47469,10,一番くじワンピースゴール・Ｄ・ロジャー編,1493263,0.8728734398600843
0,35005,11,一番くじワンピースゴール・Ｄ・ロジャー編,1528268,0.8933352973910766
0,18941,12,一番くじワンピースゴール・Ｄ・ロジャー編,1547209,0.9044070883779222
0,16011,13,一番くじワンピースゴール・Ｄ・ロジャー編,1563220,0.9137661742493325
0,12488,14,一番くじワンピースゴール・Ｄ・ロジャー編,1575708,0.9210659221952554
0,11351,15,一番くじワンピースゴール・Ｄ・ロジャー編,1587059,0.9277010470298303
0,11637,16,一番くじワンピースゴール・Ｄ・ロジャー編,1598696,0.9345033505889835
0,12500,17,一番くじワンピースゴール・Ｄ・ロジャー編,1611196,0.9418101130268468
0,9946,18,一番くじワンピースゴール・Ｄ・ロジャー編,1621142,0.9476239577634059
0,6300,19,一番くじワンピースゴール・Ｄ・ロジャー編,1627442,0.951306566032089
0,5644,20,一番くじワンピースゴール・Ｄ・ロジャー編,1633086,0.954605715408033
0,4650,21,一番くじワンピースゴール・Ｄ・ロジャー編,1637736,0.9573238310349181
0,4687,22,一番くじワンピースゴール・Ｄ・ロジャー編,1642423,0.9600635746786194
0,4372,23,一番くじワンピースゴール・Ｄ・ロジャー編,1646795,0.9626191879088865
0,4218,24,一番くじワンピースゴール・Ｄ・ロジャー編,1651013,0.9650847818259191
0,3634,25,一番くじワンピースゴール・Ｄ・ロジャー編,1654647,0.9672090038018546
0,1794,26,一番くじワンピースゴール・Ｄ・ロジャー編,1656441,0.9682576703469368
0,1639,27,一番くじワンピースゴール・Ｄ・ロジャー編,1658080,0.9692157330377894
0,1549,28,一番くじワンピースゴール・Ｄ・ロジャー編,1659629,0.9701211870390894
0,1563,29,一番くじワンピースゴール・Ｄ・ロジャー編,1661192,0.9710348246143199
0,1580,30,一番くじワンピースゴール・Ｄ・ロジャー編,1662772,0.9719583993864658
0,1937,31,一番くじワンピースゴール・Ｄ・ロジャー編,1664709,0.9730906552938371
0,1686,32,一番くじワンピースゴール・Ｄ・ロジャー編,1666395,0.9740761914114561
0,1329,33,一番くじワンピースゴール・Ｄ・ロジャー編,1667724,0.9748530463938497
0,1253,34,一番くじワンピースゴール・Ｄ・ロジャー編,1668977,0.9755854762606211
0,1187,35,一番くじワンピースゴール・Ｄ・ロジャー編,1670164,0.9762793264217207
0,981,36,一番くじワンピースゴール・Ｄ・ロジャー編,1671145,0.9768527611378441
0,1308,37,一番くじワンピースゴール・Ｄ・ロジャー編,1672453,0.9776173407593421
0,1503,38,一番くじワンピースゴール・Ｄ・ロジャー編,1673956,0.9784959058748708
0,1298,39,一番くじワンピースゴール・Ｄ・ロジャー編,1675254,0.9792546400864185
0,910,40,一番くじワンピースゴール・Ｄ・ロジャー編,1676164,0.979786572391895
0,752,41,一番くじワンピースゴール・Ｄ・ロジャー編,1676916,0.9802261472201569
0,697,42,一番くじワンピースゴール・Ｄ・ロジャー編,1677613,0.9806335722936921
0,659,43,一番くじワンピースゴール・Ｄ・ロジャー編,1678272,0.9810187848094163
0,649,44,一番くじワンピースゴール・Ｄ・ロジャー編,1678921,0.9813981519151901
0,633,45,一番くじワンピースゴール・Ｄ・ロジャー編,1679554,0.9817681663650435
0,516,46,一番くじワンピースゴール・Ｄ・ロジャー編,1680070,0.9820697895184786
0,437,47,一番くじワンピースゴール・Ｄ・ロジャー編,1680507,0.9823252339333062
0,434,48,一番くじワンピースゴール・Ｄ・ロジャー編,1680941,0.9825789247251489
0,314,49,一番くじワンピースゴール・Ｄ・ロジャー編,1681255,0.9827624705975879
0,263,50,一番くじワンピースゴール・Ｄ・ロジャー編,1681518,0.9829162048792806
0,395,51,一番くじワンピースゴール・Ｄ・ロジャー編,1681913,0.9831470985723171
0,309,52,一番くじワンピースゴール・Ｄ・ロジャー編,1682222,0.983327721739781
0,377,53,一番くじワンピースゴール・Ｄ・ロジャー編,1682599,0.983548093694907
0,228,54,一番くじワンピースゴール・Ｄ・ロジャー編,1682827,0.9836813690417736
0,179,55,一番くじワンピースゴール・Ｄ・ロジャー編,1683006,0.9837860018798839
0,163,56,一番くじワンピースゴール・Ｄ・ロジャー編,1683169,0.9838812820620736
0,202,57,一番くじワンピースゴール・Ｄ・ロジャー編,1683371,0.9839993593430695
0,232,58,一番くじワンピースゴール・Ｄ・ロジャー編,1683603,0.9841349728539162
0,194,59,一番くじワンピースゴール・Ｄ・ロジャー編,1683797,0.9842483738069518
60,7094,0,一番くじドラゴンボール超戦士バトル列伝,7094,0.009727922593491041
353940,90664,1,一番くじドラゴンボール超戦士バトル列伝,97758,0.13405444839223246
374761,153150,2,一番くじドラゴンボール超戦士バトル列伝,250908,0.34406732479386104
480,124675,3,一番くじドラゴンボール超戦士バトル列伝,375583,0.5150327532324704
0,97167,4,一番くじドラゴンボール超戦士バトル列伝,472750,0.6482767699567085
0,65914,5,一番くじドラゴンボール超戦士バトル列伝,538664,0.7386638984917194
0,31465,6,一番くじドラゴンボール超戦士バトル列伝,570129,0.7818114999019529
0,24958,7,一番くじドラゴンボール超戦士バトル列伝,595087,0.8160361252315764
0,21218,8,一番くじドラゴンボール超戦士バトル列伝,616305,0.8451321305302363
0,16496,9,一番くじドラゴンボール超戦士バトル列伝,632801,0.8677529102176098
0,14356,10,一番くじドラゴンボール超戦士バトル列伝,647157,0.8874391319193518
0,16786,11,一番くじドラゴンボール超戦士バトル列伝,663943,0.9104575853524418
0,10683,12,一番くじドラゴンボール超戦士バトル列伝,674626,0.9251070633713683
0,5854,13,一番くじドラゴンボール超戦士バトル列伝,680480,0.933134587879727
0,4633,14,一番くじドラゴンボール超戦士バトル列伝,685113,0.9394877687897417
0,4156,15,一番くじドラゴンボール超戦士バトル列伝,689269,0.9451868449524917
0,3270,16,一番くじドラゴンボール超戦士バトル列伝,692539,0.9496709592576391
0,3327,17,一番くじドラゴンボール超戦士バトル列伝,695866,0.9542332370231514
0,3701,18,一番くじドラゴンボール超戦士バトル列伝,699567,0.9593083767917602
0,3060,19,一番くじドラゴンボール超戦士バトル列伝,702627,0.9635045204534578
0,1727,20,一番くじドラゴンボール超戦士バトル列伝,704354,0.9658727361736381
0,1367,21,一番くじドラゴンボール超戦士バトル列伝,705721,0.9677472879336186
0,1158,22,一番くじドラゴンボール超戦士バトル列伝,706879,0.9693352403389277
0,967,23,一番くじドラゴンボール超戦士バトル列伝,707846,0.9706612765875753
0,1158,24,一番くじドラゴンボール超戦士バトル列伝,709004,0.9722492289928844
0,1324,25,一番くじドラゴンボール超戦士バトル列伝,710328,0.9740648153353967
0,1269,26,一番くじドラゴンボール超戦士バトル列伝,711597,0.9758049807951007
0,703,27,一番くじドラゴンボール超戦士バトル列伝,712300,0.9767689968062684
0,487,28,一番くじドラゴンボール超戦士バトル列伝,712787,0.9774368144413164
0,483,29,一番くじドラゴンボール超戦士バトル列伝,713270,0.978099146921251
0,1767,30,一番くじドラゴンボール超戦士バトル列伝,715037,0.9805222141925646
0,473,31,一番くじドラゴンボール超戦士バトル列伝,715510,0.9811708337847159
0,515,32,一番くじドラゴンボール超戦士バトル列伝,716025,0.9818770475055572
0,420,33,一番くじドラゴンボール超戦士バトル列伝,716445,0.9824529887924568
0,318,34,一番くじドラゴンボール超戦士バトル列伝,716763,0.9828890586239666
0,250,35,一番くじドラゴンボール超戦士バトル列伝,717013,0.9832318808185497
0,222,36,一番くじドラゴンボール超戦士バトル列伝,717235,0.9835363069273395
0,261,37,一番くじドラゴンボール超戦士バトル列伝,717496,0.9838942132984844
0,227,38,一番くじドラゴンボール超戦士バトル列伝,717723,0.9842054958511658
0,304,39,一番くじドラゴンボール超戦士バトル列伝,718027,0.9846223676397788
0,261,40,一番くじドラゴンボール超戦士バトル列伝,718288,0.9849802740109237
0,106,41,一番くじドラゴンボール超戦士バトル列伝,718394,0.9851256306214269
0,137,42,一番くじドラゴンボール超戦士バトル列伝,718531,0.9853134971840585
0,124,43,一番くじドラゴンボール超戦士バトル列伝,718655,0.9854835369925717
0,93,44,一番くじドラゴンボール超戦士バトル列伝,718748,0.9856110668489566
0,232,45,一番くじドラゴンボール超戦士バトル列伝,718980,0.9859292058455298
0,200,46,一番くじドラゴンボール超戦士バトル列伝,719180,0.9862034636011963
0,189,47,一番くじドラゴンボール超戦士バトル列伝,719369,0.9864626371803011
0,65,48,一番くじドラゴンボール超戦士バトル列伝,719434,0.9865517709508927
0,88,49,一番くじドラゴンボール超戦士バトル列伝,719522,0.9866724443633861
0,146,50,一番くじドラゴンボール超戦士バトル列伝,719668,0.9868726525250225
0,57,51,一番くじドラゴンボール超戦士バトル列伝,719725,0.9869508159853876
0,55,52,一番くじドラゴンボール超戦士バトル列伝,719780,0.9870262368681958
0,113,53,一番くじドラゴンボール超戦士バトル列伝,719893,0.9871811925001475
0,67,54,一番くじドラゴンボール超戦士バトル列伝,719960,0.9872730688482957
0,72,55,一番くじドラゴンボール超戦士バトル列伝,720032,0.9873718016403357
0,90,56,一番くじドラゴンボール超戦士バトル列伝,720122,0.9874952176303856
0,36,57,一番くじドラゴンボール超戦士バトル列伝,720158,0.9875445840264055
0,94,58,一番くじドラゴンボール超戦士バトル列伝,720252,0.9876734851715688
0,78,59,一番くじドラゴンボール超戦士バトル列伝,720330,0.9877804456962788
0,27522,0,一番くじワンピースパンクハザード編,27522,0.017822647753065475
762973,276060,1,一番くじワンピースパンクハザード編,303582,0.1965930909879777
779922,350862,2,一番くじワンピースパンクハザード編,654444,0.4238036801870206
726,198419,3,一番くじワンピースパンクハザード編,852863,0.5522955028930557
0,112992,4,一番くじワンピースパンクハザード編,965855,0.6254666610543221
66,78330,5,一番くじワンピースパンクハザード編,1044185,0.6761914629763343
0,60640,6,一番くじワンピースパンクハザード編,1104825,0.7154606061979711
66,48275,7,一番くじワンピースパンクハザード編,1153100,0.7467224447372937
132,45471,8,一番くじワンピースパンクハザード編,1198571,0.7761684739495471
66,47549,9,一番くじワンピースパンクハザード編,1246120,0.8069601707016186
0,37568,10,一番くじワンピースパンクハザード編,1283688,0.8312883892463161
0,22626,11,一番くじワンピースパンクハザード編,1306314,0.8459404940374236
0,18043,12,一番くじワンピースパンクハザード編,1324357,0.8576247478492308
0,16608,13,一番くじワンピースパンクハザード編,1340965,0.8683797269162649
132,14536,14,一番くじワンピースパンクハザード編,1355501,0.8777929239127971
0,13653,15,一番くじワンピースパンクハザード編,1369154,0.8866343093416396
0,16180,16,一番くじワンピースパンクハザード編,1385334,0.8971121249307901
0,14022,17,一番くじワンピースパンクハザード編,1399356,0.9061924667225743
0,8915,18,一番くじワンピースパンクハザード編,1408271,0.9119656265481166
0,7731,19,一番くじワンピースパンクハザード編,1416002,0.9169720537619438
0,7114,20,一番くじワンピースパンクハザード編,1423116,0.9215789252144293
0,6475,21,一番くじワンピースパンクハザード編,1429591,0.9257719941847475
0,7079,22,一番くじワンピースパンクハザード編,1436670,0.9303562003995558
0,6876,23,一番くじワンピースパンクハザード編,1443546,0.934808948235835
0,6345,24,一番くじワンピースパンクハザード編,1449891,0.9389178320376372
0,4153,25,一番くじワンピースパンクハザード編,1454044,0.9416072243826151
0,3531,26,一番くじワンピースパンクハザード編,1457575,0.9438938230751547
0,2918,27,一番くじワンピースパンクハザード編,1460493,0.9457834563192301
0,2815,28,一番くじワンピースパンクハザード編,1463308,0.9476063890067121
0,2968,29,一番くじワンピースパンクハザード編,1466276,0.9495284011617553
0,3743,30,一番くじワンピースパンクハザード編,1470019,0.951952286436798
0,3499,31,一番くじワンピースパンクハザード編,1473518,0.9542181626263182
0,2297,32,一番くじワンピースパンクハザード編,1475815,0.9557056497961748
0,2358,33,一番くじワンピースパンクハザード編,1478173,0.9572326392374119
0,2055,34,一番くじワンピースパンクハザード編,1480228,0.9585634124781847
0,2040,35,一番くじワンピースパンクハザード編,1482268,0.9598844720456672
0,2126,36,一番くじワンピースパンクハザード編,1484394,0.9612612233400142
0,2530,37,一番くじワンピースパンクハザード編,1486924,0.9628995962349802
0,2218,38,一番くじワンピースパンクハザード編,1489142,0.9643359247255078
0,1405,39,一番くじワンピースパンクハザード編,1490547,0.9652457721237004
0,1314,40,一番くじワンピースパンクハザード編,1491861,0.9660966899039317
0,1201,41,一番くじワンピースパンクハザード編,1493062,0.9668744313453761
0,1053,42,一番くじワンピースパンクハザード編,1494115,0.9675563312103561
0,1091,43,一番くじワンピースパンクハザード編,1495206,0.9682628390476715
0,1158,44,一番くじワンピースパンクハザード編,1496364,0.9690127346256836
0,998,45,一番くじワンピースパンクハザード編,1497362,0.9696590176885991
0,547,46,一番くじワンピースパンクハザード編,1497909,0.9700132429745858
0,493,47,一番くじワンピースパンクハザード編,1498402,0.9703324990367274
0,662,48,一番くじワンピースパンクハザード編,1499064,0.9707611958179398
0,494,49,一番くじワンピースパンクハザード編,1499558,0.9710810994583008
0,606,50,一番くじワンピースパンクハザード編,1500164,0.9714735318592295
0,573,51,一番くじワンピースパンクハザード編,1500737,0.9718445941789194
0,607,52,一番くじワンピースパンクハザード編,1501344,0.9722376741580674
0,527,53,一番くじワンピースパンクハザード編,1501871,0.972578947879667
0,308,54,一番くじワンピースパンクハザード編,1502179,0.9727784019712281
0,359,55,一番くじワンピースパンクハザード編,1502538,0.9730108825519762
0,462,56,一番くじワンピースパンクハザード編,1503000,0.9733100636893178
0,453,57,一番くじワンピースパンクハザード編,1503453,0.9736034166226853
0,414,58,一番くじワンピースパンクハザード編,1503867,0.973871514005498
0,454,59,一番くじワンピースパンクハザード編,1504321,0.9741655145170848
0,20599,0,一番くじシン・エヴァンゲリオン１３号機起動,20599,0.01709856472992502
598720,354703,1,一番くじシン・エヴァンゲリオン１３号機起動,375302,0.3115260711816263
605921,380324,2,一番くじシン・エヴァンゲリオン１３号機起動,755626,0.6272207423959573
0,182760,3,一番くじシン・エヴァンゲリオン１３号機起動,938386,0.7789239168238953
80,115619,4,一番くじシン・エヴァンゲリオン１３号機起動,1054005,0.8748955152271771
0,57161,5,一番くじシン・エヴァンゲリオン１３号機起動,1111166,0.9223430155197759
0,22047,6,一番くじシン・エヴァンゲリオン１３号機起動,1133213,0.940643518291787
0,13622,7,一番くじシン・エヴァンゲリオン１３号機起動,1146835,0.9519507006186495
0,9363,8,一番くじシン・エヴァンゲリオン１３号機起動,1156198,0.9597226245744865
0,6855,9,一番くじシン・エヴァンゲリオン１３号機起動,1163053,0.9654127387170972
0,7228,10,一番くじシン・エヴァンゲリオン１３号機起動,1170281,0.9714124681150241
0,5614,11,一番くじシン・エヴァンゲリオン１３号機起動,1175895,0.9760724682312336
0,4333,12,一番くじシン・エヴァンゲリオン１３号機起動,1180228,0.9796691516126971
0,2320,13,一番くじシン・エヴァンゲリオン１３号機起動,1182548,0.9815949086967024
0,1798,14,一番くじシン・エヴァンゲリオン１３号機起動,1184346,0.9830873704368065
0,1811,15,一番くじシン・エヴァンゲリオン１３号機起動,1186157,0.9845906230571227
0,1449,16,一番くじシン・エヴァンゲリオン１３号機起動,1187606,0.9857933911669174
0,1444,17,一番くじシン・エヴァンゲリオン１３号機起動,1189050,0.9869920089381691
0,1251,18,一番くじシン・エヴァンゲリオン１３号機起動,1190301,0.9880304236416565
0,779,19,一番くじシン・エヴァンゲリオン１３号機起動,1191080,0.9886770463866738
0,712,20,一番くじシン・エヴァンゲリオン１３号機起動,1191792,0.9892680545952134
0,363,21,一番くじシン・エヴァンゲリオン１３号機起動,1192155,0.9895693691734435
0,436,22,一番くじシン・エヴァンゲリオン１３号機起動,1192591,0.9899312786944031
0,417,23,一番くじシン・エヴァンゲリオン１３号機起動,1193008,0.9902774169288989
0,529,24,一番くじシン・エヴァンゲリオン１３号機起動,1193537,0.9907165227467605
0,446,25,一番くじシン・エヴァンゲリオン１３号機起動,1193983,0.9910867329448063
0,383,26,一番くじシン・エヴァンゲリオン１３号機起動,1194366,0.9914046488772089
0,246,27,一番くじシン・エヴァンゲリオン１３号機起動,1194612,0.9916088455335301
0,262,28,一番くじシン・エヴァンゲリオン１３号機起動,1194874,0.9918263232731894
0,295,29,一番くじシン・エヴァンゲリオン１３号機起動,1195169,0.9920711932472331
0,263,30,一番くじシン・エヴァンゲリオン１３号機起動,1195432,0.992289501054601
0,304,31,一番くじシン・エヴァンゲリオン１３号機起動,1195736,0.9925418416380224
0,290,32,一番くじシン・エヴァンゲリオン１３号機起動,1196026,0.992782561273523
0,267,33,一番くじシン・エヴァンゲリオン１３号機起動,1196293,0.9930041893517254
0,262,34,一番くじシン・エヴァンゲリオン１３号機起動,1196555,0.9932216670913846
0,123,35,一番くじシン・エヴァンゲリオン１３号機起動,1196678,0.9933237654195453
0,204,36,一番くじシン・エヴァンゲリオン１３号機起動,1196882,0.9934930992321044
0,109,37,一番くじシン・エヴァンゲリオン１３号機起動,1196991,0.9935835766123443
0,135,38,一番くじシン・エヴァンゲリオン１３号機起動,1197126,0.9936956357530083
